184.6,0.3001,1001.0,0.0
158.8,0.0869,1326.0,0.0
152.5,0.1974,1203.0,0.0
98.87,0.2414,386.1,0.0
152.2,0.198,1297.0,0.0
103.4,0.1578,477.1,0.0
153.2,0.1127,1040.0,0.0
110.6,0.09366,577.9,0.0
106.2,0.1859,519.8,0.0
97.65,0.2273,475.9,0.0
123.8,0.03299,797.8,0.0
136.5,0.09954,781.0,0.0
151.7,0.2065,1123.0,0.0
112.0,0.09938,782.7,0.0
108.8,0.2128,578.3,0.0
124.1,0.1639,658.8,0.0
123.4,0.07395,684.5,0.0
136.8,0.1722,798.8,0.0
186.8,0.1479,1260.0,0.0
99.7,0.06664,566.3,1.0
96.09,0.04568,520.0,1.0
65.13,0.02956,273.9,1.0
125.1,0.2077,704.4,0.0
188.0,0.1097,1404.0,0.0
177.0,0.1525,904.6,0.0
152.4,0.2229,912.7,0.0
122.4,0.1425,644.8,0.0
139.9,0.149,1094.0,0.0
149.3,0.1683,732.4,0.0
134.9,0.09875,955.1,0.0
160.5,0.2319,1088.0,0.0
119.4,0.1218,440.6,0.0
136.1,0.2417,899.3,0.0
161.4,0.1657,1162.0,0.0
132.7,0.1354,807.2,0.0
133.5,0.1348,869.5,0.0
116.2,0.1319,633.0,0.0
84.46,0.02562,523.8,1.0
95.54,0.02398,698.8,0.0
107.3,0.1063,559.2,0.0
102.5,0.0311,563.0,0.0
87.22,0.1044,371.1,0.0
177.4,0.2107,1104.0,0.0
113.1,0.09847,545.2,0.0
105.5,0.08259,531.5,0.0
150.6,0.1974,1076.0,0.0
57.26,0.01588,201.9,1.0
102.8,0.1226,534.6,0.0
89.88,0.06592,449.3,1.0
99.0,0.04751,561.0,1.0
82.98,0.01657,427.9,1.0
96.08,0.01857,571.8,1.0
83.67,0.01972,437.6,1.0
135.1,0.1772,1033.0,0.0
117.7,0.05253,712.8,0.0
81.81,0.03036,409.0,1.0
170.1,0.1323,1152.0,0.0
115.7,0.1293,656.9,0.0
90.24,0.000692,527.2,1.0
59.9,0.02061,224.5,1.0
69.86,0.01084,311.9,1.0
62.06,0.03,221.8,1.0
119.1,0.2135,645.7,0.0
65.59,0.05988,260.9,1.0
111.8,0.1128,499.0,0.0
114.6,0.1267,668.3,0.0
67.03,0.02172,269.4,1.0
78.0,0.03709,394.1,1.0
65.5,0.313,250.5,1.0
85.67,0.03653,502.5,1.0
165.9,0.108,1130.0,0.0
62.56,0.08606,244.0,1.0
151.6,0.1692,929.4,0.0
110.3,0.07789,584.1,0.0
89.71,0.03372,470.9,1.0
128.8,0.09769,817.7,0.0
91.36,0.06877,559.2,1.0
150.1,0.1684,1006.0,0.0
170.3,0.3754,1245.0,0.0
91.88,0.03889,506.3,1.0
84.53,0.04591,401.5,1.0
96.66,0.1169,520.0,1.0
211.7,0.3339,1878.0,0.0
141.3,0.1937,1132.0,0.0
87.78,0.04151,443.3,1.0
152.2,0.1335,1075.0,0.0
108.4,0.1204,648.2,0.0
152.9,0.1468,1076.0,0.0
91.46,0.06015,466.1,1.0
109.4,0.09966,651.9,1.0
102.9,0.03102,662.7,1.0
107.5,0.1122,728.2,0.0
104.5,0.03261,551.7,1.0
97.59,0.03974,555.1,1.0
123.5,0.17,705.6,0.0
156.1,0.1465,1264.0,0.0
82.14,0.0249,451.1,1.0
68.81,0.006829,294.5,1.0
82.96,0.04196,412.6,1.0
109.5,0.09388,642.5,0.0
108.6,0.08625,582.7,0.0
50.41,0.0,143.5,1.0
84.58,0.02383,458.7,1.0
72.22,0.06154,298.3,1.0
74.22,0.02995,336.1,1.0
106.4,0.2071,530.2,0.0
85.51,0.0707,412.5,1.0
85.56,0.02643,466.7,1.0
206.8,0.4264,1509.0,0.0
83.99,0.05133,396.5,1.0
71.68,0.04334,290.2,1.0
89.0,0.1065,480.4,1.0
107.0,0.3003,629.9,1.0
72.62,0.06476,334.2,1.0
64.48,0.04132,230.9,1.0
87.54,0.03328,438.6,1.0
63.34,0.09263,245.2,1.0
127.1,0.169,682.5,0.0
130.3,0.2133,782.6,0.0
129.2,0.07293,982.0,0.0
83.74,0.03512,403.3,1.0
145.4,0.1457,1077.0,0.0
180.9,0.4268,1761.0,0.0
102.8,0.08842,640.7,1.0
91.99,0.08092,553.5,1.0
100.3,0.0142,588.7,1.0
113.2,0.05285,572.6,0.0
148.2,0.09271,1138.0,0.0
105.9,0.1138,674.5,1.0
148.7,0.2545,1192.0,0.0
91.38,0.02855,455.8,1.0
124.9,0.1466,748.9,0.0
129.7,0.1043,809.8,0.0
114.3,0.07135,761.7,1.0
145.6,0.1153,1075.0,0.0
92.04,0.04711,506.3,0.0
86.16,0.03592,423.6,1.0
79.93,0.03503,399.8,1.0
121.4,0.1539,678.1,0.0
76.53,0.04635,384.8,1.0
66.53,0.0,288.5,1.0
129.0,0.09447,813.0,0.0
82.66,0.02031,398.0,1.0
97.17,0.04894,512.2,1.0
77.79,0.02251,355.3,1.0
86.26,0.0371,432.8,1.0
91.93,0.1659,432.0,0.0
107.1,0.0905,689.5,1.0
108.6,0.08487,640.1,1.0
97.19,0.02881,585.0,1.0
90.82,0.03136,519.4,1.0
58.08,0.1321,203.9,1.0
71.04,0.4108,300.2,1.0
76.25,0.01982,381.9,1.0
97.67,0.09293,538.9,1.0
86.6,0.03885,460.3,1.0
132.9,0.1855,963.7,0.0
120.3,0.0515,880.2,1.0
84.08,0.01972,448.6,1.0
78.07,0.00309,366.8,1.0
88.91,0.06843,419.8,1.0
146.6,0.1193,1157.0,0.0
174.9,0.2508,1214.0,0.0
87.36,0.0537,464.5,1.0
184.2,0.1324,1686.0,0.0
102.3,0.01947,690.2,1.0
73.66,0.02531,357.6,1.0
130.7,0.08422,886.3,0.0
155.3,0.2159,984.6,0.0
104.6,0.02602,685.9,1.0
86.97,0.03987,464.1,1.0
116.6,0.05858,565.4,0.0
125.0,0.2032,736.9,0.0
72.01,0.02363,372.7,1.0
73.2,0.0,349.6,1.0
58.36,0.0,227.2,1.0
73.07,0.1307,302.4,1.0
123.5,0.1793,832.9,0.0
88.18,0.001595,526.4,1.0
86.7,0.009193,508.8,1.0
220.8,0.2871,2250.0,0.0
176.5,0.2487,1311.0,0.0
129.3,0.06593,766.6,0.0
79.12,0.06181,402.0,1.0
